city,friction_ratio,median_circuity,dead_end_density,friction_savings_pct,friction_ratio_norm,median_circuity_norm,dead_end_density_norm,friction_savings_pct_norm,difficulty_score,true_walkability_index
Maastricht,1.170015426686388,1.3522311044605568,0.17127778666240204,6.022118349333937,0.08787347714845598,0.59866761478868,0.0,0.9650387795259143,0.4128949678657626,58.71050321342375
Matosinhos,1.265933519272584,1.320063779222516,0.2603414313854235,6.201847800792985,1.0,0.20789302957902833,0.8386822552942227,1.0,0.7616438212183128,23.835617878168726
Sabanci_University,1.2193894543959993,1.3852675143302648,0.2774725274725275,2.429147166080974,0.5573924073072567,1.0,1.0,0.26612907566268806,0.7058803707424861,29.41196292575139
Lanaken,1.160774760939002,1.3029506839745166,0.19960585585585586,6.036841832531017,0.0,0.0,0.2667558579393679,0.9679028117589227,0.30866466742457266,69.13353325754274
Mindelo,1.2131660434081433,1.306898249892452,0.20238095238095238,1.061024653835946,0.49821130735441865,0.04795575705326784,0.2928880044461178,0.0,0.20976376721345108,79.02362327865488
