city,friction_ratio,median_excess_circuity,dead_end_density,friction_savings_pct,friction_ratio_norm,median_excess_circuity_norm,dead_end_density_norm,friction_savings_pct_norm,difficulty_score,true_walkability_index
Maastricht,1.170015426686388,0.014026942493889027,0.17127778666240204,6.022118349333937,0.08787347714845598,1.0,0.0,0.9650387795259143,0.5132280641685926,48.67719358314074
Matosinhos,1.265933519272584,-0.0032116347986290705,0.2603414313854235,6.201847800792985,1.0,0.8948600100051137,0.8386822552942227,1.0,0.933385566324834,6.661443367516595
Sabanci_University,1.2193894543959993,-0.14993138861643862,0.2774725274725275,2.429147166080974,0.5573924073072567,0.0,1.0,0.26612907566268806,0.4558803707424862,54.411962925751375
Lanaken,1.160774760939002,-0.02334975837831965,0.19960585585585586,6.036841832531017,0.0,0.7720353664306459,0.2667558579393679,0.9679028117589227,0.5016735090322341,49.83264909677659
Mindelo,1.2131660434081433,-0.10832636121138295,0.20238095238095238,1.061024653835946,0.49821130735441865,0.25375366486903084,0.2928880044461178,0.0,0.26121324416739183,73.87867558326082
