city,index_original,index_adjusted,delta
Mindelo,79.02362327865488,73.87867558326082,-5.144947695394066
Sabanci_University,29.41196292575139,54.411962925751375,24.999999999999986
Lanaken,69.13353325754274,49.83264909677659,-19.300884160766145
Maastricht,58.71050321342375,48.67719358314074,-10.033309630283007
Matosinhos,23.835617878168726,6.661443367516595,-17.17417451065213
